S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
21,P. SRIPATHI. BHAT,Independent,343,1,344,0.02,Shimoga,Karnataka,2868
22,SANDESH SHETTY. A,Independent,292,1,293,0.02,Shimoga,Karnataka,2869
23,H SURESH POOJARI,Independent,219,1,220,0.02,Shimoga,Karnataka,2870
24,NOTA,None of the Above,4311,21,4332,0.31,Shimoga,Karnataka,2871
1,V. SOMANNA,Bharatiya Janata Party,716709,4237,720946,55.31,Tumkur,Karnataka,2872
2,S.P. MUDDAHANUMEGOWDA,Indian National Congress,543064,2288,545352,41.84,Tumkur,Karnataka,2873
3,J.K. SAMI,Independent,6761,14,6775,0.52,Tumkur,Karnataka,2874
4,RAJASIMHA J. N.,Bahujan Samaj Party,5521,33,5554,0.43,Tumkur,Karnataka,2875
5,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST),4582,9,4591,0.35,Tumkur,Karnataka,2876
6,RANGANATHA. R.S,Independent,3129,3,3132,0.24,Tumkur,Karnataka,2877
7,MALLIKARJUNAIAH,Independent,1872,8,1880,0.14,Tumkur,Karnataka,2878
8,SIDDARAMEGOWDA T. B,Independent,1644,2,1646,0.13,Tumkur,Karnataka,2879
9,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1606,12,1618,0.12,Tumkur,Karnataka,2880
10,H.L. MOHAN KUMAR,Independent,890,3,893,0.07,Tumkur,Karnataka,2881
11,PRAKASH. R.A. JAIN,Independent,859,4,863,0.07,Tumkur,Karnataka,2882
12,NEELAKANTESHA. H S,Independent,710,9,719,0.06,Tumkur,Karnataka,2883
13,R. PUSHPA,Independent,622,7,629,0.05,Tumkur,Karnataka,2884
14,B. DEVARAJ,Independent,491,8,499,0.04,Tumkur,Karnataka,2885
15,R. NARAYANAPPA,Independent,483,24,507,0.04,Tumkur,Karnataka,2886
16,DR. H.B.M. HIREMATH,Kannada  Paksha,477,-,477,0.04,Tumkur,Karnataka,2887
17,KAPANIGOWDA.,Independent,451,20,471,0.04,Tumkur,Karnataka,2888
18,BASAVARAJU. H.R,National Maha Sabha Party,433,6,439,0.03,Tumkur,Karnataka,2889
19,NOTA,None of the Above,6426,34,6460,0.5,Tumkur,Karnataka,2890
1,KOTA SRINIVAS POOJARY,Bharatiya Janata Party,728219,4015,732234,59.56,Udupi Chikmagalur,Karnataka,2891
2,K. JAYAPRAKASH HEGDE,Indian National Congress,470769,2290,473059,38.48,Udupi Chikmagalur,Karnataka,2892
3,K.T. RADHAKRISHNA,Bahujan Samaj Party,5378,39,5417,0.44,Udupi Chikmagalur,Karnataka,2893
4,SUDHEER KANCHAN MARAKALA,Independent,2281,5,2286,0.19,Udupi Chikmagalur,Karnataka,2894
5,SACHIN B.K,Uttama Prajaakeeya Party,1299,34,1333,0.11,Udupi Chikmagalur,Karnataka,2895
6,M. K. DAYANANDA,Proutist Sarva Samaj,1049,20,1069,0.09,Udupi Chikmagalur,Karnataka,2896
7,VIJAY KUMAR M. G,Independent,943,13,956,0.08,Udupi Chikmagalur,Karnataka,2897
8,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha,670,20,690,0.06,Udupi Chikmagalur,Karnataka,2898
9,SHABAREESH,Karunada Sevakara Party,560,5,565,0.05,Udupi Chikmagalur,Karnataka,2899
10,L. RANGANATH GOWDA,Karnataka Rashtra Samithi,536,4,540,0.04,Udupi Chikmagalur,Karnataka,2900
11,NOTA,None of the Above,11235,34,11269,0.92,Udupi Chikmagalur,Karnataka,2901
1,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party,777887,4608,782495,61.97,Uttara Kannada,Karnataka,2902
2,DR. ANJALI NIMBALKAR,Indian National Congress,443296,1771,445067,35.25,Uttara Kannada,Karnataka,2903
3,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent,5384,13,5397,0.43,Uttara Kannada,Karnataka,2904
4,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST),4427,45,4472,0.35,Uttara Kannada,Karnataka,2905
5,NIRANJAN UDAYSINH SIRDESAI,Independent,4116,53,4169,0.33,Uttara Kannada,Karnataka,2906
6,NAGARAJ. ANANT. SHIRALI.,Independent,2860,22,2882,0.23,Uttara Kannada,Karnataka,2907
7,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent,1707,14,1721,0.14,Uttara Kannada,Karnataka,2908
8,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party,1523,43,1566,0.12,Uttara Kannada,Karnataka,2909
9,VINAYAK NAIK,Karnataka Rashtra Samithi,1230,33,1263,0.1,Uttara Kannada,Karnataka,2910
10,K. P. PATIL,Independent,901,55,956,0.08,Uttara Kannada,Karnataka,2911
11,KRISHNA BALEGAR,Independent,897,23,920,0.07,Uttara Kannada,Karnataka,2912
12,ARAVIND GOWDA,Independent,872,32,904,0.07,Uttara Kannada,Karnataka,2913
13,AVINASH. NARAYAN. PATIL.,Independent,761,12,773,0.06,Uttara Kannada,Karnataka,2914
14,NOTA,None of the Above,10151,25,10176,0.81,Uttara Kannada,Karnataka,2915
1,K. C VENUGOPAL,Indian National Congress,398246,6314,404560,38.21,Alappuzha,Kerala,2916
2,A. M ARIFF,Communist Party of India  (Marxist),335596,5451,341047,32.21,Alappuzha,Kerala,2917
3,SOBHA SURENDRAN,Bharatiya Janata Party,295841,3807,299648,28.3,Alappuzha,Kerala,2918
4,MURALEEDHARAN KONCHERILLAM,Bahujan Samaj Party,1578,48,1626,0.15,Alappuzha,Kerala,2919
5,ARJUNAN,Socialist Unity Centre Of India (COMMUNIST),1301,18,1319,0.12,Alappuzha,Kerala,2920
6,VAYALAR RAJEEVAN,Bahujan Dravida Party,674,1,675,0.06,Alappuzha,Kerala,2921
7,ADV.K.M SHAJAHAN,Independent,627,55,682,0.06,Alappuzha,Kerala,2922
8,SHAJAHAN V.A.     S/O ABDUL AZEES,Independent,553,23,576,0.05,Alappuzha,Kerala,2923
9,SATHEESH SHENOI,Independent,473,9,482,0.05,Alappuzha,Kerala,2924
10,JAYAKRISHNAN P,Independent,329,56,385,0.04,Alappuzha,Kerala,2925
11,JYOTHI ABRAHAM,Independent,328,10,338,0.03,Alappuzha,Kerala,2926
12,NOTA,None of the Above,7252,113,7365,0.7,Alappuzha,Kerala,2927
1,K.RADHAKRISHNAN,Communist Party of India  (Marxist),398818,4629,403447,40.66,Alathur,Kerala,2928
2,RAMYA HARIDAS,Indian National Congress,379231,4105,383336,38.63,Alathur,Kerala,2929
3,DR T N SARASU,Bharatiya Janata Party,186441,1789,188230,18.97,Alathur,Kerala,2930
4,HARI ARUMBIL,Bahujan Samaj Party,2835,36,2871,0.29,Alathur,Kerala,2931
5,KRISHNANKUTTY KUNISSERY,Independent,2323,28,2351,0.24,Alathur,Kerala,2932
6,NOTA,None of the Above,11918,115,12033,1.21,Alathur,Kerala,2933
1,ADV ADOOR PRAKASH,Indian National Congress,323273,4778,328051,33.29,Attingal,Kerala,2934
2,V JOY,Communist Party of India  (Marxist),321715,5652,327367,33.22,Attingal,Kerala,2935
3,V  MURALEEDHARAN,Bharatiya Janata Party,307710,4069,311779,31.64,Attingal,Kerala,2936
4,SURABHI S,Bahujan Samaj Party,4485,39,4524,0.46,Attingal,Kerala,2937
5,PRAKASH P L,Independent,1762,52,1814,0.18,Attingal,Kerala,2938
6,SANTHOSH K,Independent,1146,58,1204,0.12,Attingal,Kerala,2939
7,PRAKASH S,Independent,745,66,811,0.08,Attingal,Kerala,2940
8,NOTA,None of the Above,9681,110,9791,0.99,Attingal,Kerala,2941
1,BENNY BEHANAN,Indian National Congress,390216,3955,394171,41.44,Chalakudy,Kerala,2942
2,PROF C RAVEENDRANATH,Communist Party of India  (Marxist),327382,3035,330417,34.73,Chalakudy,Kerala,2943
3,K A UNNIKRISHNAN,Bharath Dharma Jana Sena,105706,694,106400,11.18,Chalakudy,Kerala,2944
4,ADV CHARLY PAUL,Twenty 20 Party,105020,622,105642,11.11,Chalakudy,Kerala,2945
5,ROSILIN CHACKO,Bahujan Samaj Party,2377,33,2410,0.25,Chalakudy,Kerala,2946
6,BOSCO KALAMASSERY,Independent,1071,16,1087,0.11,Chalakudy,Kerala,2947
7,SUBRAN K R,Independent,789,10,799,0.08,Chalakudy,Kerala,2948
8,DR M PRADEEPAN,Socialist Unity Centre Of India (COMMUNIST),688,6,694,0.07,Chalakudy,Kerala,2949
9,ARUN EDATHADAN,Independent,662,24,686,0.07,Chalakudy,Kerala,2950
10,T S CHANDRAN,Independent,481,50,531,0.06,Chalakudy,Kerala,2951
11,JOHNSON K C,Independent,379,8,387,0.04,Chalakudy,Kerala,2952
12,NOTA,None of the Above,8021,42,8063,0.85,Chalakudy,Kerala,2953
1,HIBI EDEN,Indian National Congress,478989,3328,482317,52.97,Ernakulam,Kerala,2954
2,K. J. SHINE TEACHER,Communist Party of India  (Marxist),230059,1873,231932,25.47,Ernakulam,Kerala,2955
3,DR. K. S. RADHAKRISHNAN,Bharatiya Janata Party,143573,927,144500,15.87,Ernakulam,Kerala,2956
4,ADV. ANTONY JUDY,Twenty 20 Party,39658,150,39808,4.37,Ernakulam,Kerala,2957
5,VAYALAR JAYAKUMAR,Bahujan Samaj Party,1480,18,1498,0.16,Ernakulam,Kerala,2958
6,SANDEEP RAJENDRAPRASAD,Independent,734,18,752,0.08,Ernakulam,Kerala,2959
7,CYRILL SKARIA,Independent,663,27,690,0.08,Ernakulam,Kerala,2960
8,PRATHAPAN,Bahujan Dravida Party,414,5,419,0.05,Ernakulam,Kerala,2961
9,BRAHMAKUMAR,Socialist Unity Centre Of India (COMMUNIST),409,3,412,0.05,Ernakulam,Kerala,2962
10,ROHIT KRISHNAN,Independent,408,8,416,0.05,Ernakulam,Kerala,2963
11,NOTA,None of the Above,7715,43,7758,0.85,Ernakulam,Kerala,2964
1,ADV. DEAN KURIAKOSE,Indian National Congress,427129,5243,432372,51.43,Idukki,Kerala,2965
2,ADV. JOICE GEORGE,Communist Party of India  (Marxist),295975,2670,298645,35.53,Idukki,Kerala,2966
3,ADV. SANGEETHA VISWANATHAN,Bharath Dharma Jana Sena,90663,660,91323,10.86,Idukki,Kerala,2967
4,ADV. RUSSEL JOY,Bahujan Samaj Party,4397,40,4437,0.53,Idukki,Kerala,2968
5,JOMON JOHN,Independent,1764,55,1819,0.22,Idukki,Kerala,2969
6,SAJI @ SHAJI,Viduthalai Chiruthaigal Katchi,1493,15,1508,0.18,Idukki,Kerala,2970
7,P.K. SAJEEVAN,Independent,1025,9,1034,0.12,Idukki,Kerala,2971
8,NOTA,None of the Above,9468,51,9519,1.13,Idukki,Kerala,2972
1,K. SUDHAKARAN,Indian National Congress,512266,6258,518524,48.74,Kannur,Kerala,2973
2,M.V. JAYARAJAN,Communist Party of India  (Marxist),402614,6928,409542,38.5,Kannur,Kerala,2974
3,C. RAGHUNATH,Bharatiya Janata Party,118352,1524,119876,11.27,Kannur,Kerala,2975
4,RAMACHANDRAN BAVILEERI,Bharatheeya Jawan Kisan Party,2606,43,2649,0.25,Kannur,Kerala,2976
5,K. SUDHAKARAN S/O. KRISHNAN,Independent,990,19,1009,0.09,Kannur,Kerala,2977
6,SUDHAKARAN. K S/O. P GOPALAN,Independent,893,3,896,0.08,Kannur,Kerala,2978
7,JOY JOHN PATTAR MADATHIL,Independent,616,2,618,0.06,Kannur,Kerala,2979
8,JAYARAJ,Independent,478,10,488,0.05,Kannur,Kerala,2980
9,JAYARAJAN S/O. VELAYUDHAN,Independent,421,4,425,0.04,Kannur,Kerala,2981
10,VADI HAREENDRAN,Independent,289,54,343,0.03,Kannur,Kerala,2982
11,C. BALAKRISHNAN YADAV,Independent,279,25,304,0.03,Kannur,Kerala,2983
12,NARAYANA KUMAR,Independent,263,45,308,0.03,Kannur,Kerala,2984
13,NOTA,None of the Above,8718,155,8873,0.83,Kannur,Kerala,2985
1,RAJMOHAN UNNITHAN,Indian National Congress,487637,3022,490659,44.1,Kasaragod,Kerala,2986
2,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),385969,4041,390010,35.06,Kasaragod,Kerala,2987
3,M.L ASHWINI,Bharatiya Janata Party,217996,1562,219558,19.73,Kasaragod,Kerala,2988
4,SUKUMARI M,Bahujan Samaj Party,1599,13,1612,0.14,Kasaragod,Kerala,2989
5,RAJESWARI K.R,Independent,886,11,897,0.08,Kasaragod,Kerala,2990
6,MANOHARAN K,Independent,777,27,804,0.07,Kasaragod,Kerala,2991
7,ANEESH PAYYANNUR,Independent,744,15,759,0.07,Kasaragod,Kerala,2992
8,BALAKRISHNAN N,Independent,594,34,628,0.06,Kasaragod,Kerala,2993
9,N KESHAVA NAYAK,Independent,480,27,507,0.05,Kasaragod,Kerala,2994
10,NOTA,None of the Above,7037,75,7112,0.64,Kasaragod,Kerala,2995
1,N K PREMACHANDRAN,Revolutionary Socialist Party,437516,6112,443628,48.45,Kollam,Kerala,2996
2,M MUKESH,Communist Party of India  (Marxist),288861,4465,293326,32.03,Kollam,Kerala,2997
3,KRISHNAKUMAR G,Bharatiya Janata Party,160956,2254,163210,17.82,Kollam,Kerala,2998
4,VIPINLAL VIDHYADHARAN,Bahujan Samaj Party,2163,31,2194,0.24,Kollam,Kerala,2999
5,PREMACHANDRAN NAIR,Independent,1713,21,1734,0.19,Kollam,Kerala,3000
6,GOKULAM SURESH KUMAR,Independent,1369,5,1374,0.15,Kollam,Kerala,3001
7,PRADEEP KOTTARAKKARA,Bharatheeya Jawan Kisan Party,793,42,835,0.09,Kollam,Kerala,3002
8,TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),689,19,708,0.08,Kollam,Kerala,3003
9,JOSE SARANATH,Ambedkarite Party of India,553,6,559,0.06,Kollam,Kerala,3004
10,BRO NOUSHAD  SHERIFF J,Independent,545,34,579,0.06,Kollam,Kerala,3005
11,P KRISHNAMMAL,Marxist Communist Party of India (United),537,12,549,0.06,Kollam,Kerala,3006
12,N JAYARAJAN,Independent,407,42,449,0.05,Kollam,Kerala,3007
13,NOTA,None of the Above,6437,109,6546,0.71,Kollam,Kerala,3008
1,ADV K FRANCIS GEORGE,Kerala Congress,358369,6262,364631,43.6,Kottayam,Kerala,3009
2,THOMAS CHAZHIKADAN,Kerala Congress  (M),272418,4947,277365,33.17,Kottayam,Kerala,3010
3,THUSHAR VELLAPPALLY,Bharath Dharma Jana Sena,163227,1819,165046,19.74,Kottayam,Kerala,3011
4,VIJU CHERIAN,Bahujan Samaj Party,7075,148,7223,0.86,Kottayam,Kerala,3012
5,P O PETER,Samajwadi Jan Parishad,1581,56,1637,0.2,Kottayam,Kerala,3013
6,V P KOCHUMON,Socialist Unity Centre Of India (COMMUNIST),1551,44,1595,0.19,Kottayam,Kerala,3014
7,JOSSIN K JOSEPH,Independent,1397,92,1489,0.18,Kottayam,Kerala,3015
8,CHANDRABOSE P,Independent,1071,16,1087,0.13,Kottayam,Kerala,3016
9,M M SCARIA,Independent,913,14,927,0.11,Kottayam,Kerala,3017
10,JOEMON JOSEPH SRAMPICKAL A P J JUMAN V S,Independent,875,18,893,0.11,Kottayam,Kerala,3018
11,ROBY MATTAPPALLY,Independent,697,42,739,0.09,Kottayam,Kerala,3019
12,SANTHOSH PULICKAL,Independent,686,24,710,0.08,Kottayam,Kerala,3020
13,SUNIL ALANCHERIL,Independent,499,28,527,0.06,Kottayam,Kerala,3021
14,MAN HOUSE MANMADHAN,Independent,403,18,421,0.05,Kottayam,Kerala,3022
15,NOTA,None of the Above,11804,129,11933,1.43,Kottayam,Kerala,3023
1,M. K. RAGHAVAN,Indian National Congress,515608,4813,520421,47.74,Kozhikode,Kerala,3024
2,ELAMARAM KAREEM,Communist Party of India  (Marxist),369884,4361,374245,34.33,Kozhikode,Kerala,3025
3,M. T. RAMESH,Bharatiya Janata Party,178692,1974,180666,16.57,Kozhikode,Kerala,3026
4,ARAMUKHAN,Bahujan Samaj Party,1684,31,1715,0.16,Kozhikode,Kerala,3027
5,ARAVINDAKSHAN NAIR M. K.,Bharatheeya Jawan Kisan Party,1290,15,1305,0.12,Kozhikode,Kerala,3028
6,RAGHAVAN S/O NARAYANAN NAIR,Independent,1057,39,1096,0.1,Kozhikode,Kerala,3029
7,T. RAGHAVAN S/O VELLANKUTTY,Independent,1009,9,1018,0.09,Kozhikode,Kerala,3030
8,N. RAGHAVAN S/O DAMU,Independent,753,29,782,0.07,Kozhikode,Kerala,3031
9,SUBHA,Independent,705,7,712,0.07,Kozhikode,Kerala,3032
10,DR. M. JYOTHIRAJ,Socialist Unity Centre Of India (COMMUNIST),641,12,653,0.06,Kozhikode,Kerala,3033
11,ABDUL KAREEM S/O MAHAMMOOD,Independent,536,5,541,0.05,Kozhikode,Kerala,3034
12,ABDUL KAREEM S/O AYAMMATH KUTTY,Independent,285,2,287,0.03,Kozhikode,Kerala,3035
13,ABDUL KAREEM K. S/O ASSAIN,Independent,257,36,293,0.03,Kozhikode,Kerala,3036
14,NOTA,None of the Above,6236,80,6316,0.58,Kozhikode,Kerala,3037
1,E.T.  MOHAMMED BASHEER,Indian Union Muslim League,640269,3737,644006,59.35,Malappuram,Kerala,3038
2,V. VASEEF,Communist Party of India  (Marxist),341510,2378,343888,31.69,Malappuram,Kerala,3039
3,DR. ABDUL SALAM,Bharatiya Janata Party,84529,832,85361,7.87,Malappuram,Kerala,3040
4,T. KRISHNAN,Bahujan Samaj Party,1392,25,1417,0.13,Malappuram,Kerala,3041
5,P.C. NARAYANAN,Bahujan Dravida Party,1304,5,1309,0.12,Malappuram,Kerala,3042
6,NASEEF ALI MULLAPPALLI,Independent,1154,14,1168,0.11,Malappuram,Kerala,3043
7,ABDULSALAM S/O MUHAMMED HAJI,Independent,771,12,783,0.07,Malappuram,Kerala,3044
8,THRISSUR NAZEER,Independent,459,25,484,0.04,Malappuram,Kerala,3045
9,NOTA,None of the Above,6650,116,6766,0.62,Malappuram,Kerala,3046
1,KODIKUNNIL SURESH,Indian National Congress,362209,7307,369516,41.29,Mavelikkara,Kerala,3047
2,ADV ARUN KUMAR C A,Communist Party of India,352708,5940,358648,40.07,Mavelikkara,Kerala,3048
3,BAIJU KALASALA,Bharath Dharma Jana Sena,140830,2154,142984,15.98,Mavelikkara,Kerala,3049
4,C MONICHEN,Independent,4893,81,4974,0.56,Mavelikkara,Kerala,3050
5,SANTHOSH PALATHUMPADAN,Bahujan Samaj Party,4183,123,4306,0.48,Mavelikkara,Kerala,3051
6,SURESH NOORANAD,Ambedkarite Party of India,1441,64,1505,0.17,Mavelikkara,Kerala,3052
7,K BIMALJI,Socialist Unity Centre Of India (COMMUNIST),1336,34,1370,0.15,Mavelikkara,Kerala,3053
8,MANTHARA VELAYUDHAN,Independent,910,19,929,0.1,Mavelikkara,Kerala,3054
9,KOZHUVASSERIL SURESH,Independent,836,20,856,0.1,Mavelikkara,Kerala,3055
10,NOTA,None of the Above,9640,243,9883,1.1,Mavelikkara,Kerala,3056
1,V K SREEKANDAN,Indian National Congress,418072,3097,421169,40.66,Palakkad,Kerala,3057
2,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),342798,3088,345886,33.39,Palakkad,Kerala,3058
3,C KRISHNAKUMAR,Bharatiya Janata Party,249568,2210,251778,24.31,Palakkad,Kerala,3059
4,K T PADMINI,Bahujan Samaj Party,2102,30,2132,0.21,Palakkad,Kerala,3060
5,ANNA KURIAKOSE,Independent,1416,17,1433,0.14,Palakkad,Kerala,3061
6,N S K PURAM SASIKUMAR,Independent,1151,26,1177,0.11,Palakkad,Kerala,3062
7,RAJESH K SON OF VELANKUTTY,Independent,1033,23,1056,0.1,Palakkad,Kerala,3063
8,RAJESH M SON OF MANI C,Independent,947,6,953,0.09,Palakkad,Kerala,3064
9,SIDHEEK IRUPPASSERY,Independent,913,26,939,0.09,Palakkad,Kerala,3065
10,C RAJAMANICKAM,Independent,516,4,520,0.05,Palakkad,Kerala,3066
11,NOTA,None of the Above,8724,69,8793,0.85,Palakkad,Kerala,3067
1,ANTO ANTONY,Indian National Congress,360957,6666,367623,39.98,Pathanamthitta,Kerala,3068
2,DR.T.M.THOMAS ISSAC,Communist Party of India  (Marxist),297888,3616,301504,32.79,Pathanamthitta,Kerala,3069
3,ANIL K.ANTONY,Bharatiya Janata Party,231172,3234,234406,25.49,Pathanamthitta,Kerala,3070
4,ADV.P.K.GEETHAKRISHNAN,Bahujan Samaj Party,3918,54,3972,0.43,Pathanamthitta,Kerala,3071
5,JOY P.MATHEW,People's Party of India(secular),1173,8,1181,0.13,Pathanamthitta,Kerala,3072
6,K.C.THOMAS,Independent,1080,21,1101,0.12,Pathanamthitta,Kerala,3073
7,ADV.HARIKUMAR M.K.,Ambedkarite Party of India,735,27,762,0.08,Pathanamthitta,Kerala,3074
8,ANOOP V.,Independent,557,52,609,0.07,Pathanamthitta,Kerala,3075
9,NOTA,None of the Above,8268,143,8411,0.91,Pathanamthitta,Kerala,3076
1,DR. M.P ABDUSSAMAD SAMADANI,Indian Union Muslim League,559570,2946,562516,54.81,Ponnani,Kerala,3077
2,K.S HAMZA,Communist Party of India  (Marxist),324562,2194,326756,31.84,Ponnani,Kerala,3078
3,ADV. NIVEDIDA,Bharatiya Janata Party,123733,1065,124798,12.16,Ponnani,Kerala,3079
4,ABDUSSAMED MALAYAMPALLI,Independent,1634,19,1653,0.16,Ponnani,Kerala,3080
5,VINOD,Bahujan Samaj Party,1449,28,1477,0.14,Ponnani,Kerala,3081
6,HAMSA S/O MOIDUTTY,Independent,952,26,978,0.1,Ponnani,Kerala,3082
7,BINDHU W/O DEVARAJAN,Independent,826,21,847,0.08,Ponnani,Kerala,3083
8,HAMZA KADAVANDI,Independent,707,3,710,0.07,Ponnani,Kerala,3084
9,NOTA,None of the Above,6499,62,6561,0.64,Ponnani,Kerala,3085
1,SHASHI THAROOR,Indian National Congress,353679,4476,358155,37.19,Thiruvananthapuram,Kerala,3086
2,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,337920,4158,342078,35.52,Thiruvananthapuram,Kerala,3087
3,PANNIAN RAVINDRAN,Communist Party of India,244433,3215,247648,25.72,Thiruvananthapuram,Kerala,3088
4,ADV RAJENDRAN,Bahujan Samaj Party,2315,37,2352,0.24,Thiruvananthapuram,Kerala,3089
5,ADV SHINE LAL M P,Independent,1446,37,1483,0.15,Thiruvananthapuram,Kerala,3090
6,J J RUSSELL,Independent,1348,17,1365,0.14,Thiruvananthapuram,Kerala,3091
7,S MINI,Socialist Unity Centre Of India (COMMUNIST),1098,11,1109,0.12,Thiruvananthapuram,Kerala,3092
8,M S SUBI,Independent,588,11,599,0.06,Thiruvananthapuram,Kerala,3093
9,CHALAI MOHANAN,Independent,396,4,400,0.04,Thiruvananthapuram,Kerala,3094
10,NANDAVANAM SUSEELAN,Independent,391,29,420,0.04,Thiruvananthapuram,Kerala,3095
11,SHAJU PALIYODU,Independent,348,40,388,0.04,Thiruvananthapuram,Kerala,3096
12,SASI KONGAPALLY,Independent,228,5,233,0.02,Thiruvananthapuram,Kerala,3097
13,NOTA,None of the Above,6684,69,6753,0.7,Thiruvananthapuram,Kerala,3098
1,SURESH GOPI,Bharatiya Janata Party,409302,3036,412338,37.8,Thrissur,Kerala,3099
2,ADV V S SUNILKUMAR,Communist Party of India,334462,3190,337652,30.95,Thrissur,Kerala,3100
3,K MURALEEDHARAN,Indian National Congress,324810,3314,328124,30.08,Thrissur,Kerala,3101
4,ADV P K NARAYANAN,Bahujan Samaj Party,1985,34,2019,0.19,Thrissur,Kerala,3102
5,SUNILKUMAR SON OF PRABHAKARAN,Independent,1930,22,1952,0.18,Thrissur,Kerala,3103
6,DIVAKARAN PALLATH,New Labour Party,812,7,819,0.08,Thrissur,Kerala,3104
7,M S JAFARGHAN,Independent,689,9,698,0.06,Thrissur,Kerala,3105
8,PRATHAPAN,Independent,685,24,709,0.06,Thrissur,Kerala,3106
9,JOSHI VILLADOM,Independent,460,33,493,0.05,Thrissur,Kerala,3107
10,NOTA,None of the Above,6046,26,6072,0.56,Thrissur,Kerala,3108
1,SHAFI PARAMBIL,Indian National Congress,552490,5038,557528,49.65,Vadakara,Kerala,3109
2,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),437333,5689,443022,39.45,Vadakara,Kerala,3110
3,PRAPHUL KRISHNAN,Bharatiya Janata Party,110701,1278,111979,9.97,Vadakara,Kerala,3111
4,SHAFI T P,Independent,3715,49,3764,0.34,Vadakara,Kerala,3112
5,K K SHYLAJA,Independent,1164,15,1179,0.1,Vadakara,Kerala,3113
6,KUNHIKANNAN PAYYOLI,Independent,867,2,869,0.08,Vadakara,Kerala,3114
7,SHYLAJA,Independent,661,19,680,0.06,Vadakara,Kerala,3115
8,SHAFI,Independent,399,23,422,0.04,Vadakara,Kerala,3116
9,SYLAJA P,Independent,319,7,326,0.03,Vadakara,Kerala,3117
10,MURALIDHARAN,Independent,261,8,269,0.02,Vadakara,Kerala,3118
11,NOTA,None of the Above,2855,54,2909,0.26,Vadakara,Kerala,3119
1,RAHUL GANDHI,Indian National Congress,642299,5146,647445,59.69,Wayanad,Kerala,3120
2,ANNIE RAJA,Communist Party of India,280594,2429,283023,26.09,Wayanad,Kerala,3121
3,K SURENDRAN,Bharatiya Janata Party,139868,1177,141045,13,Wayanad,Kerala,3122
4,P.R KRISHNANKUTTY,Bahujan Samaj Party,1946,27,1973,0.18,Wayanad,Kerala,3123
5,SATHYAN K.P,Independent,1017,42,1059,0.1,Wayanad,Kerala,3124
6,SINOJ A.C,Independent,885,18,903,0.08,Wayanad,Kerala,3125
7,PRASEETHA AZHIKODE,Independent,814,26,840,0.08,Wayanad,Kerala,3126
8,AJEEB MUHAMMED,Independent,796,8,804,0.07,Wayanad,Kerala,3127
9,P RADHAKRISHNAN,Independent,555,7,562,0.05,Wayanad,Kerala,3128
10,NOTA,None of the Above,6932,67,6999,0.65,Wayanad,Kerala,3129
1,MOHMAD HANEEFA,Independent,64443,816,65259,48.15,Ladakh,Ladakh,3130
2,TSERING NAMGYAL,Indian National Congress,35770,1627,37397,27.59,Ladakh,Ladakh,3131
3,TASHI GYALSON,Bharatiya Janata Party,31505,451,31956,23.58,Ladakh,Ladakh,3132
4,NOTA,None of the Above,896,16,912,0.67,Ladakh,Ladakh,3133
1,MUHAMMED HAMDULLAH SAYEED,Indian National Congress,25405,321,25726,52.29,Lakshadweep,Lakshadweep,3134
2,MOHAMMED FAIZAL PP,Nationalist Congress Party – Sharadchandra Pawar,22837,242,23079,46.91,Lakshadweep,Lakshadweep,3135
3,YOUSUF TP,Nationalist Congress Party,198,3,201,0.41,Lakshadweep,Lakshadweep,3136
4,KOYA,Independent,58,3,61,0.12,Lakshadweep,Lakshadweep,3137
5,NOTA,None of the Above,132,1,133,0.27,Lakshadweep,Lakshadweep,3138
1,BHARTI PARDHI,Bharatiya Janata Party,709939,2721,712660,51.56,BALAGHAT,Madhya Pradesh,3139
2,SAMRAT ASHOK SINGH SARASWAR,Indian National Congress,536333,1815,538148,38.93,BALAGHAT,Madhya Pradesh,3140
3,KANKAR MUNJARE,Bahujan Samaj Party,52883,251,53134,3.84,BALAGHAT,Madhya Pradesh,3141
4,BHUVAN SINGH KORAM,Independent,13028,46,13074,0.95,BALAGHAT,Madhya Pradesh,3142
5,NANDLAL UIKEY,Gondvana Gantantra Party,12338,84,12422,0.9,BALAGHAT,Madhya Pradesh,3143
6,D.L. MANESHWAR,Peoples Party of India (Democratic),9994,23,10017,0.72,BALAGHAT,Madhya Pradesh,3144
7,DHANENDRA DEV PAWAR BANWARI SETH,Independent,7185,60,7245,0.52,BALAGHAT,Madhya Pradesh,3145
8,MAHADEV NAGDEVE,Independent,7181,11,7192,0.52,BALAGHAT,Madhya Pradesh,3146
