S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
9,RAJKUMAR NAGESHWER,Independent,6723,5,6728,0.49,BALAGHAT,Madhya Pradesh,3147
10,MOHAN RAUT,Rashtravadi Bharat Party,3537,5,3542,0.26,BALAGHAT,Madhya Pradesh,3148
11,PRIYANKA SANJAY BHANDARKAR,Bhartiya Shakti Chetna Party,2906,20,2926,0.21,BALAGHAT,Madhya Pradesh,3149
12,ADVOCATE SATYAPRAKASH SHULKE (LODHI),Madhya Pradesh Jan Vikas Party,1929,3,1932,0.14,BALAGHAT,Madhya Pradesh,3150
13,DILEEP CHHABDA,Independent,1733,17,1750,0.13,BALAGHAT,Madhya Pradesh,3151
14,NOTA,None of the Above,11479,31,11510,0.83,BALAGHAT,Madhya Pradesh,3152
1,DURGADAS (D. D.) UIKEY,Bharatiya Janata Party,846696,1540,848236,60.76,BETUL,Madhya Pradesh,3153
2,RAMU TEKAM,Indian National Congress,467810,665,468475,33.56,BETUL,Madhya Pradesh,3154
3,ARJUN ASHOK BHALAVI,Bahujan Samaj Party,26559,38,26597,1.91,BETUL,Madhya Pradesh,3155
4,ANIL UIKEY,Bharat Adivasi Party,10552,24,10576,0.76,BETUL,Madhya Pradesh,3156
5,BHURELAL CHOTELAL BETHEKAR,Independent,7800,11,7811,0.56,BETUL,Madhya Pradesh,3157
6,BHAGCHARAN WARKADE,Independent,5957,11,5968,0.43,BETUL,Madhya Pradesh,3158
7,SUNER UIKEY,Gondvana Gantantra Party,4172,14,4186,0.3,BETUL,Madhya Pradesh,3159
8,BARSKAR SUBHASH KORAKU,Swatantra Kisan Party,3831,18,3849,0.28,BETUL,Madhya Pradesh,3160
9,NOTA,None of the Above,20309,13,20322,1.46,BETUL,Madhya Pradesh,3161
1,SANDHYA RAY,Bharatiya Janata Party,533462,3603,537065,51.2,BHIND,Madhya Pradesh,3162
2,PHOOL SINGH BARAIYA,Indian National Congress,470169,2056,472225,45.02,BHIND,Madhya Pradesh,3163
3,DEVASHISH JARARIYA,Bahujan Samaj Party,20322,143,20465,1.95,BHIND,Madhya Pradesh,3164
4,UMESH GARG,Independent,5057,15,5072,0.48,BHIND,Madhya Pradesh,3165
5,REKHA SHAKYA,Independent,2645,22,2667,0.25,BHIND,Madhya Pradesh,3166
6,HARIMOHAN,Independent,2598,12,2610,0.25,BHIND,Madhya Pradesh,3167
7,RAKESH,Independent,2345,24,2369,0.23,BHIND,Madhya Pradesh,3168
8,NOTA,None of the Above,6486,48,6534,0.62,BHIND,Madhya Pradesh,3169
1,ALOK SHARMA,Bharatiya Janata Party,978285,2824,981109,65.48,BHOPAL,Madhya Pradesh,3170
2,ADVOCATE ARUN SHRIVASTAVA,Indian National Congress,478698,912,479610,32.01,BHOPAL,Madhya Pradesh,3171
3,BHANU PRATAP SINGH,Bahujan Samaj Party,13255,50,13305,0.89,BHOPAL,Madhya Pradesh,3172
4,DEENDAYAL AHIRWAR URF DEENU BHAIYA,Independent,3639,2,3641,0.24,BHOPAL,Madhya Pradesh,3173
5,JAY SINGH,Independent,2509,1,2510,0.17,BHOPAL,Madhya Pradesh,3174
6,BHARTI YADAV,Independent,1833,6,1839,0.12,BHOPAL,Madhya Pradesh,3175
7,ANKIT RAI,Independent,1100,1,1101,0.07,BHOPAL,Madhya Pradesh,3176
8,DHANRAJ SHENDE,Republican Party of India (A),788,2,790,0.05,BHOPAL,Madhya Pradesh,3177
9,AJAY KUMAR PATHAK,Chhatrapati Shivaji Bhartiya Garib Party,787,3,790,0.05,BHOPAL,Madhya Pradesh,3178
10,MOHAMMAD ASHRAF,Independent,777,1,778,0.05,BHOPAL,Madhya Pradesh,3179
11,BABULAL SEN,Moulik Adhikar Party,718,2,720,0.05,BHOPAL,Madhya Pradesh,3180
12,SANJAY KUMAR SAROJ,Manav Samadhan Party,621,1,622,0.04,BHOPAL,Madhya Pradesh,3181
13,BALRAM SINGH TAUMAR,Bhartiya Shakti Chetna Party,587,1,588,0.04,BHOPAL,Madhya Pradesh,3182
14,RAMPRASAD PATEL,Kranti Janshakti Party,572,3,575,0.04,BHOPAL,Madhya Pradesh,3183
15,MUDIT CHAURASIA,Akhil Bhartiya Aarakshit Samaj Party,541,3,544,0.04,BHOPAL,Madhya Pradesh,3184
16,MUDIT BHATNAGAR,Socialist Unity Centre Of India (COMMUNIST),537,3,540,0.04,BHOPAL,Madhya Pradesh,3185
17,R.K. MAHAJAN,Independent,527,2,529,0.04,BHOPAL,Madhya Pradesh,3186
18,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT)  S/O SAEED PAHELWAN ANSARI,Bahujan Maha Party,473,-,473,0.03,BHOPAL,Madhya Pradesh,3187
19,MAITHILI SHARAN GUPTA,Independent,447,1,448,0.03,BHOPAL,Madhya Pradesh,3188
20,RAJESH KEER,Independent,427,-,427,0.03,BHOPAL,Madhya Pradesh,3189
21,AKSHAY GOTHI,Parivartan Party of India,403,4,407,0.03,BHOPAL,Madhya Pradesh,3190
22,HITENDRA SHAHARE (BABA),Independent,318,-,318,0.02,BHOPAL,Madhya Pradesh,3191
23,NOTA,None of the Above,6573,48,6621,0.44,BHOPAL,Madhya Pradesh,3192
1,BUNTY VIVEK SAHU,Bharatiya Janata Party,643489,1249,644738,49.41,CHHINDWARA,Madhya Pradesh,3193
2,NAKUL KAMALNATH,Indian National Congress,529931,1189,531120,40.7,CHHINDWARA,Madhya Pradesh,3194
3,DEVIRAM URF DEV RAVEN BHALAVI,Gondvana Gantantra Party,55854,134,55988,4.29,CHHINDWARA,Madhya Pradesh,3195
4,UMAKANT BANDEWAR,Bahujan Samaj Party,11802,21,11823,0.91,CHHINDWARA,Madhya Pradesh,3196
5,KAPIL SONI,Rashtriya Gondvana Party,9634,4,9638,0.74,CHHINDWARA,Madhya Pradesh,3197
6,SIRAJ SHEKH,Independent,9567,1,9568,0.73,CHHINDWARA,Madhya Pradesh,3198
7,PAWANSHAH SARYAM,Independent,6612,9,6621,0.51,CHHINDWARA,Madhya Pradesh,3199
8,SUBHASH SHUKLA,Independent,5768,1,5769,0.44,CHHINDWARA,Madhya Pradesh,3200
9,RAJENDRA DONGRE,Independent,4628,4,4632,0.35,CHHINDWARA,Madhya Pradesh,3201
10,GOVIND BHALAVI,Independent,4022,7,4029,0.31,CHHINDWARA,Madhya Pradesh,3202
11,MOHD. PARVEZ QURESHI,Independent,3818,10,3828,0.29,CHHINDWARA,Madhya Pradesh,3203
12,AJAY BARKADE,Independent,2491,4,2495,0.19,CHHINDWARA,Madhya Pradesh,3204
13,KUSHWAHA RAJESH TANTRIK,Ahinsa Samaj Party,1695,3,1698,0.13,CHHINDWARA,Madhya Pradesh,3205
14,""" PRAKASH ALIAS BANTY "" PARTETI",Rashtra Samarpan Party,1652,2,1654,0.13,CHHINDWARA,Madhya Pradesh,3206
15,FOGAL BANSOD,Republican Party of India (A),1322,1,1323,0.1,CHHINDWARA,Madhya Pradesh,3207
16,NOTA,None of the Above,9887,16,9903,0.76,CHHINDWARA,Madhya Pradesh,3208
1,RAHUL SINGH LODHI,Bharatiya Janata Party,708589,1179,709768,65.18,DAMOH,Madhya Pradesh,3209
2,TARBAR SINGH LODHI (BANTU BHAIYA),Indian National Congress,302828,514,303342,27.86,DAMOH,Madhya Pradesh,3210
3,ENGINEER GOVERDHAN RAJ,Bahujan Samaj Party,21379,25,21404,1.97,DAMOH,Madhya Pradesh,3211
4,BHAIYA VIJAY PATEL (KURMI) TIRGARH BALE,Bhartiya Shakti Chetna Party,12200,17,12217,1.12,DAMOH,Madhya Pradesh,3212
5,MANU SINGH MARAVI,Bharat Adivasi Party,7871,16,7887,0.72,DAMOH,Madhya Pradesh,3213
6,RAHUL BHAIYA S/O RAM PRATAP,Independent,6273,12,6285,0.58,DAMOH,Madhya Pradesh,3214
7,RAHUL BHAIYA S/O JEEVAN LAL,Independent,5556,5,5561,0.51,DAMOH,Madhya Pradesh,3215
8,VEDRAM KURMI,Independent,4054,3,4057,0.37,DAMOH,Madhya Pradesh,3216
9,RAJESH SINGH SOYAM,Gondvana Gantantra Party,3172,18,3190,0.29,DAMOH,Madhya Pradesh,3217
10,RAKESH KUMAR AHIRWAR,Independent,2044,7,2051,0.19,DAMOH,Madhya Pradesh,3218
11,NANDAN KUMAR AHIRWAL,Independent,1848,5,1853,0.17,DAMOH,Madhya Pradesh,3219
12,NEELESH SONI,Independent,1277,1,1278,0.12,DAMOH,Madhya Pradesh,3220
13,DURGA MOUSI,Independent,1120,4,1124,0.1,DAMOH,Madhya Pradesh,3221
14,TARVAR SINGH LODHI,Independent,1092,2,1094,0.1,DAMOH,Madhya Pradesh,3222
15,NOTA,None of the Above,7820,13,7833,0.72,DAMOH,Madhya Pradesh,3223
1,MAHENDRA SINGH SOLANKY,Bharatiya Janata Party,925917,3024,928941,63.23,DEWAS,Madhya Pradesh,3224
2,RAJENDRA RADHAKISHAN MALVIYA,Indian National Congress,502548,1168,503716,34.29,DEWAS,Madhya Pradesh,3225
3,RAJENDRASINGH CHOKHUTIYA,Bahujan Samaj Party,11162,41,11203,0.76,DEWAS,Madhya Pradesh,3226
4,RAMPRASAD,Aazad Samaj Party (Kanshi Ram),7201,19,7220,0.49,DEWAS,Madhya Pradesh,3227
5,NITIN VERMA,Independent,2756,5,2761,0.19,DEWAS,Madhya Pradesh,3228
6,ADVOCATE VIDAYARAJ MALAVIY,Social Democratic Party Of India,2026,5,2031,0.14,DEWAS,Madhya Pradesh,3229
7,ENG. DEEPAK RAMESH CHANDRA VICHITRA,Independent,1585,10,1595,0.11,DEWAS,Madhya Pradesh,3230
8,HEMRAJ POONAMCHANDRA BAMNIYA,Public Political Party,1236,12,1248,0.08,DEWAS,Madhya Pradesh,3231
9,NOTA,None of the Above,10365,24,10389,0.71,DEWAS,Madhya Pradesh,3232
1,SAVITRI THAKUR,Bharatiya Janata Party,792591,1858,794449,55.75,DHAR,Madhya Pradesh,3233
2,RADHESHYAM MUVEL,Indian National Congress,574756,1028,575784,40.4,DHAR,Madhya Pradesh,3234
3,DHUMSINGH MANDLOI MACHHAR,Bahujan Samaj Party,14926,30,14956,1.05,DHAR,Madhya Pradesh,3235
4,JITENDRA MUNIYA,Bharat Adivasi Party,10586,35,10621,0.75,DHAR,Madhya Pradesh,3236
5,SUNIL AJRAWAT,Independent,5400,8,5408,0.38,DHAR,Madhya Pradesh,3237
6,SHIVAJI PATEL KALMI,Independent,4694,6,4700,0.33,DHAR,Madhya Pradesh,3238
7,VIKRAM VASUNIYA,Janata Congress,3464,11,3475,0.24,DHAR,Madhya Pradesh,3239
8,NOTA,None of the Above,15612,39,15651,1.1,DHAR,Madhya Pradesh,3240
1,JYOTIRADITYA M. SCINDIA,Bharatiya Janata Party,919744,3558,923302,67.21,GUNA,Madhya Pradesh,3241
2,YADVENDRA RAO DESHRAJ SINGH,Indian National Congress,380909,1464,382373,27.83,GUNA,Madhya Pradesh,3242
3,DHANIRAM CHAUDHARY,Bahujan Samaj Party,30105,130,30235,2.2,GUNA,Madhya Pradesh,3243
4,KANCHHEDI LAL KUSHWAHA,Mahanwadi Party,5850,6,5856,0.43,GUNA,Madhya Pradesh,3244
5,ADVOCATE KARANSINGH JATAV,Aazad Samaj Party (Kanshi Ram),5474,11,5485,0.4,GUNA,Madhya Pradesh,3245
6,HEMANT SINGH KUSHWAHA,Independent,3450,3,3453,0.25,GUNA,Madhya Pradesh,3246
7,RAKESH,Independent,3051,1,3052,0.22,GUNA,Madhya Pradesh,3247
8,MAHENDRA JAIN BHAIYAN,Independent,1990,9,1999,0.15,GUNA,Madhya Pradesh,3248
9,MOHAN,Independent,1883,3,1886,0.14,GUNA,Madhya Pradesh,3249
10,GAJANAND KUSHWAH,Independent,1595,2,1597,0.12,GUNA,Madhya Pradesh,3250
11,MANISH SHRIVASTAVA,Socialist Unity Centre Of India (COMMUNIST),1342,6,1348,0.1,GUNA,Madhya Pradesh,3251
12,MANMOHAN,Independent,1143,6,1149,0.08,GUNA,Madhya Pradesh,3252
13,KISAN LAL AHIRWAR,Independent,1033,11,1044,0.08,GUNA,Madhya Pradesh,3253
14,MOHAMMAD JAVED ANSARI,Rashtriya Jansena Party,983,-,983,0.07,GUNA,Madhya Pradesh,3254
15,D.S. CHAUHAN (ADVOCATE),Rashtriya Samaj Paksha,913,2,915,0.07,GUNA,Madhya Pradesh,3255
16,NOTA,None of the Above,9055,34,9089,0.66,GUNA,Madhya Pradesh,3256
1,BHARAT SINGH KUSHWAH,Bharatiya Janata Party,668782,2753,671535,49.99,GWALIOR,Madhya Pradesh,3257
2,PRAVEEN PATHAK,Indian National Congress,599077,2248,601325,44.77,GWALIOR,Madhya Pradesh,3258
3,KALYAN SINGH KANSANA,Bahujan Samaj Party,33308,157,33465,2.49,GWALIOR,Madhya Pradesh,3259
4,ARCHANA SINGH RATHORE,Rashtriya Samaj Paksha,5873,19,5892,0.44,GWALIOR,Madhya Pradesh,3260
5,BHARAT PAL,Aazad Samaj Party (Kanshi Ram),4138,25,4163,0.31,GWALIOR,Madhya Pradesh,3261
6,ER. MAHENDRA PRATAP SINGH PAL,Independent,3777,6,3783,0.28,GWALIOR,Madhya Pradesh,3262
7,RAKESH DHAKAD,Independent,3218,2,3220,0.24,GWALIOR,Madhya Pradesh,3263
8,YASHDEV SHARMA,Independent,2568,3,2571,0.19,GWALIOR,Madhya Pradesh,3264
9,DEEPAK KUMAR BANSAL (RANG WALE),Independent,2448,-,2448,0.18,GWALIOR,Madhya Pradesh,3265
10,SHREE NARESH CHANDRA SHARMA,Independent,2215,1,2216,0.16,GWALIOR,Madhya Pradesh,3266
11,GAJENDRA SINGH,Independent,1343,5,1348,0.1,GWALIOR,Madhya Pradesh,3267
12,ANJALI MONU RAWAT,Parivartan Party of India,1272,7,1279,0.1,GWALIOR,Madhya Pradesh,3268
13,ADVOCATE MUKESH KUMAR KORI,Independent,1130,4,1134,0.08,GWALIOR,Madhya Pradesh,3269
14,RAM PRAKASH SINGH PAL,Rashtra Uday Party,1059,12,1071,0.08,GWALIOR,Madhya Pradesh,3270
15,CHANDAN RATHORE,Parivartan Samaj Party,1053,6,1059,0.08,GWALIOR,Madhya Pradesh,3271
16,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,Independent,1016,5,1021,0.08,GWALIOR,Madhya Pradesh,3272
17,AMIT PARIHAR,Independent,877,6,883,0.07,GWALIOR,Madhya Pradesh,3273
18,COMRADE RACHNA AGRAWAL,Socialist Unity Centre Of India (COMMUNIST),798,5,803,0.06,GWALIOR,Madhya Pradesh,3274
19,MUNESH NAGAR,Vikas India Party,667,5,672,0.05,GWALIOR,Madhya Pradesh,3275
20,NOTA,None of the Above,3309,32,3341,0.25,GWALIOR,Madhya Pradesh,3276
1,DARSHAN SINGH CHOUDHARY,Bharatiya Janata Party,810529,1618,812147,64.99,HOSHANGABAD,Madhya Pradesh,3277
2,SANJAY SHARMA SANJU BHAIYA,Indian National Congress,379868,583,380451,30.44,HOSHANGABAD,Madhya Pradesh,3278
3,RAMGOVIND BARUAA,Bahujan Samaj Party,15344,43,15387,1.23,HOSHANGABAD,Madhya Pradesh,3279
4,PANDIT DIVYENDRA BRIJMOHAN DUBEY ADVOCATE,Bharatiya Yuva Jan Ekta Party,6157,11,6168,0.49,HOSHANGABAD,Madhya Pradesh,3280
5,RAKESH RAMPRASAD RICKY,Independent,5071,8,5079,0.41,HOSHANGABAD,Madhya Pradesh,3281
6,SARJERAO SAHARE,Independent,4487,6,4493,0.36,HOSHANGABAD,Madhya Pradesh,3282
7,PATRAKAR TILAK JATAV,Independent,2257,3,2260,0.18,HOSHANGABAD,Madhya Pradesh,3283
8,YUVRAJ GAVADE,Independent,2205,10,2215,0.18,HOSHANGABAD,Madhya Pradesh,3284
9,JYOTI SURESH JHARIYA,Independent,2033,13,2046,0.16,HOSHANGABAD,Madhya Pradesh,3285
10,MAKHAN SINGH LODHI,Bhartiya Shakti Chetna Party,1651,6,1657,0.13,HOSHANGABAD,Madhya Pradesh,3286
11,MUKESH YADAV,Independent,1578,10,1588,0.13,HOSHANGABAD,Madhya Pradesh,3287
12,PANDIT BRAJESH KHEMARIYA,Independent,1251,9,1260,0.1,HOSHANGABAD,Madhya Pradesh,3288
13,NOTA,None of the Above,14927,14,14941,1.2,HOSHANGABAD,Madhya Pradesh,3289
1,SHANKAR LALWANI,Bharatiya Janata Party,1223746,3005,1226751,78.54,INDORE,Madhya Pradesh,3290
2,SANJAY S/O LAKSHMAN SOLANKI,Bahujan Samaj Party,51486,173,51659,3.31,INDORE,Madhya Pradesh,3291
3,PAWAN KUMAR,Akhil Bhartiya Parivar Party,15182,28,15210,0.97,INDORE,Madhya Pradesh,3292
4,ABHAY JAIN,Independent,8379,13,8392,0.54,INDORE,Madhya Pradesh,3293
5,LAVISH DILIP KHANDELWAL,Independent,8231,7,8238,0.53,INDORE,Madhya Pradesh,3294
6,COMRADE AJEET SINGH,Socialist Unity Centre Of India (COMMUNIST),7148,31,7179,0.46,INDORE,Madhya Pradesh,3295
7,AYAZ ALI,Independent,7074,22,7096,0.45,INDORE,Madhya Pradesh,3296
8,ENG. ARJUN PARIHAR,Independent,3823,8,3831,0.25,INDORE,Madhya Pradesh,3297
9,BASANT GEHLOT,Jan Sangh Party,3663,13,3676,0.24,INDORE,Madhya Pradesh,3298
10,RAVI SIRWAIYA,Independent,2615,6,2621,0.17,INDORE,Madhya Pradesh,3299
11,MUDIT CHAURASIA,Independent,2601,8,2609,0.17,INDORE,Madhya Pradesh,3300
12,PARMANAND TOLANI,Independent,2399,4,2403,0.15,INDORE,Madhya Pradesh,3301
13,DESH BHAKT ANKIT GUPTA,Independent,1957,12,1969,0.13,INDORE,Madhya Pradesh,3302
14,ADVOCATE PANKAJ GUPTE,Independent,1652,8,1660,0.11,INDORE,Madhya Pradesh,3303
15,NOTA,None of the Above,218355,319,218674,14,INDORE,Madhya Pradesh,3304
1,ASHISH DUBEY,Bharatiya Janata Party,788721,1412,790133,68.2,JABALPUR,Madhya Pradesh,3305
2,DINESH YADAV,Indian National Congress,302892,567,303459,26.19,JABALPUR,Madhya Pradesh,3306
3,RAKESH CHOUDHARY,Bahujan Samaj Party,21389,27,21416,1.85,JABALPUR,Madhya Pradesh,3307
4,FOJI VIJAY HALDKAR (EX-ARMY),Independent,7028,15,7043,0.61,JABALPUR,Madhya Pradesh,3308
5,MAHAVEER JAIN,Independent,6463,5,6468,0.56,JABALPUR,Madhya Pradesh,3309
6,ADVOCATE UDAY KUMAR SAHU,Gondvana Gantantra Party,4832,16,4848,0.42,JABALPUR,Madhya Pradesh,3310
