S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
10,UMESH MAHADEV MHETRE,Independent,3499,-,3499,0.25,Shirur,Maharashtra,1056
11,ADV.SWAPNIL BHAUSAHEB SHELAR,Independent,2667,-,2667,0.19,Shirur,Maharashtra,1057
12,AMOL VILAS PACHUNDKAR,Independent,2386,2,2388,0.17,Shirur,Maharashtra,1058
13,ASLAM ISAK BAGWAN,Lok Sena Party,2348,2,2350,0.17,Shirur,Maharashtra,1059
14,KAMBLE TRIMBAK NARAYAN,Baliraja Party,2223,4,2227,0.16,Shirur,Maharashtra,1060
15,SUBASH KASHINATH SARODE,Independent,2161,-,2161,0.16,Shirur,Maharashtra,1061
16,CHAAYA SANJAY JAGDALE-SOLANKE,Independent,1823,7,1830,0.13,Shirur,Maharashtra,1062
17,SUSHIL DNYANDEV KANSE,Independent,1731,1,1732,0.13,Shirur,Maharashtra,1063
18,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1279,5,1284,0.09,Shirur,Maharashtra,1064
19,BHOR VIKAS ROHIDAS,Independent,1145,2,1147,0.08,Shirur,Maharashtra,1065
20,DADA ALIAS VIKAS SURESH KASBE,Independent,1105,1,1106,0.08,Shirur,Maharashtra,1066
21,SURAJ CHANDRAKANT GAIKWAD,Independent,936,2,938,0.07,Shirur,Maharashtra,1067
22,SWAPNIL DHANAJI LONDHE,Bhim Sena,913,1,914,0.07,Shirur,Maharashtra,1068
23,AMAR MACHINDRA BORHADE,Independent,887,1,888,0.06,Shirur,Maharashtra,1069
24,RAVINDRA MOTIRAM SIRSAM,Independent,870,-,870,0.06,Shirur,Maharashtra,1070
25,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,862,20,882,0.06,Shirur,Maharashtra,1071
26,PANDURANG BHAGWAN WAGHOLE,Independent,818,1,819,0.06,Shirur,Maharashtra,1072
27,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),779,5,784,0.06,Shirur,Maharashtra,1073
28,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,721,2,723,0.05,Shirur,Maharashtra,1074
29,SALIM BABA SAYYAD,Independent,671,-,671,0.05,Shirur,Maharashtra,1075
30,PRAKASH SUKHADEO JAMDHADE,Independent,602,1,603,0.04,Shirur,Maharashtra,1076
31,WAKHARE PRADIP PANDURANG,Independent,574,-,574,0.04,Shirur,Maharashtra,1077
32,RAHUL ARJUN HORE,Independent,526,-,526,0.04,Shirur,Maharashtra,1078
33,NOTA,None of the Above,9634,27,9661,0.7,Shirur,Maharashtra,1079
1,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49,Solapur,Maharashtra,1080
2,RAM VITTHAL SATPUTE,Bharatiya Janata Party,544770,1258,546028,45.33,Solapur,Maharashtra,1081
3,AATISH MOHAN BANSODE,Independent,10493,14,10507,0.87,Solapur,Maharashtra,1082
4,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,5236,32,5268,0.44,Solapur,Maharashtra,1083
5,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,3489,4,3493,0.29,Solapur,Maharashtra,1084
6,RAMESH BHIMRAO SHIKHARE,Independent,3146,-,3146,0.26,Solapur,Maharashtra,1085
7,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,2651,3,2654,0.22,Solapur,Maharashtra,1086
8,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,1547,7,1554,0.13,Solapur,Maharashtra,1087
9,SUNILKUMAR TUKARAM SHINDE,Independent,1478,2,1480,0.12,Solapur,Maharashtra,1088
10,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),1125,-,1125,0.09,Solapur,Maharashtra,1089
11,PARMESHWAR PANDURANG GEJAGE,Independent,885,1,886,0.07,Solapur,Maharashtra,1090
12,ADV VIKRAM UTTAM KASABE,Independent,843,3,846,0.07,Solapur,Maharashtra,1091
13,UGHADE VIJAYKUMAR BHAGWAN,Independent,832,1,833,0.07,Solapur,Maharashtra,1092
14,KUMAR CHANDRAKANT LONDHE,Baliraja Party,678,1,679,0.06,Solapur,Maharashtra,1093
15,KRISHNA NAGNATH BHISE,Independent,561,1,562,0.05,Solapur,Maharashtra,1094
16,ANNA SUKHADEV MASKE,Independent,496,5,501,0.04,Solapur,Maharashtra,1095
17,MAHASIDDHA TUKARAM GAYAKWAD,Independent,406,3,409,0.03,Solapur,Maharashtra,1096
18,SUDARSHAN RAYCHAND KHANDARE,Independent,400,1,401,0.03,Solapur,Maharashtra,1097
19,SONAVANE SHIVAJI CHANDRAKANT,Independent,394,-,394,0.03,Solapur,Maharashtra,1098
20,SACHIN SHAHU MASKE,Independent,389,-,389,0.03,Solapur,Maharashtra,1099
21,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,379,1,380,0.03,Solapur,Maharashtra,1100
22,NOTA,None of the Above,2713,12,2725,0.23,Solapur,Maharashtra,1101
1,NARESH GANPAT MHASKE,Shiv Sena,732109,2122,734231,56.09,Thane,Maharashtra,1102
2,RAJAN BABURAO VICHARE,Shiv Sena (Uddhav Balasaheb Thackrey),515013,2207,517220,39.51,Thane,Maharashtra,1103
3,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party,10602,60,10662,0.81,Thane,Maharashtra,1104
4,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent,3489,5,3494,0.27,Thane,Maharashtra,1105
5,MUKESH KAILASNATH TIWARI,Bhim Sena,2509,13,2522,0.19,Thane,Maharashtra,1106
6,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party,2354,4,2358,0.18,Thane,Maharashtra,1107
7,DR. PIYUSH K. SAXENA,Independent,2292,1,2293,0.18,Thane,Maharashtra,1108
8,CHANDRAKANT VITTHAL SONAWANE,Independent,2245,4,2249,0.17,Thane,Maharashtra,1109
9,VIJAY DNYANOBA GHATE,Republican Bahujan Sena,1870,17,1887,0.14,Thane,Maharashtra,1110
10,IRFAN IBRAHIM SHAIKH,Independent,1867,8,1875,0.14,Thane,Maharashtra,1111
11,PRAMOD ANANDRAO DHUMAL,Independent,1785,1,1786,0.14,Thane,Maharashtra,1112
12,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party,1483,5,1488,0.11,Thane,Maharashtra,1113
13,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic),1349,5,1354,0.1,Thane,Maharashtra,1114
14,ARCHANA DINKAR GAIKWAD,Independent,1164,16,1180,0.09,Thane,Maharashtra,1115
15,SALIMA MUKTAR VASANI,Bahujan Maha Party,905,7,912,0.07,Thane,Maharashtra,1116
16,RAJIV KONDIBA BHOSALE,Independent,878,8,886,0.07,Thane,Maharashtra,1117
17,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party,818,-,818,0.06,Thane,Maharashtra,1118
18,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party,759,8,767,0.06,Thane,Maharashtra,1119
19,KHAJASAB RASULSAB MULLA,Independent,646,2,648,0.05,Thane,Maharashtra,1120
20,SANJAY MANOHAR MORE,Independent,639,4,643,0.05,Thane,Maharashtra,1121
21,MALLIKARJUN SAYBANNA PUJARI,Independent,597,2,599,0.05,Thane,Maharashtra,1122
22,SAWALE DATTATRAY SITARAM,Independent,529,2,531,0.04,Thane,Maharashtra,1123
23,SURENDRAKUMAR K. JAIN,Independent,438,2,440,0.03,Thane,Maharashtra,1124
24,SIDDHANT CHHABAN SHIRSAT,Independent,319,5,324,0.02,Thane,Maharashtra,1125
25,NOTA,None of the Above,17768,133,17901,1.37,Thane,Maharashtra,1126
1,AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar,530761,2345,533106,48.68,Wardha,Maharashtra,1127
2,RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party,449599,1859,451458,41.23,Wardha,Maharashtra,1128
3,DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party,20653,142,20795,1.9,Wardha,Maharashtra,1129
4,PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi,15408,84,15492,1.41,Wardha,Maharashtra,1130
5,ASIF,Independent,15176,6,15182,1.39,Wardha,Maharashtra,1131
6,KISHOR BABA PAVAR,Independent,12917,3,12920,1.18,Wardha,Maharashtra,1132
7,SUHAS V. THAKARE,Independent,7639,9,7648,0.7,Wardha,Maharashtra,1133
8,AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party,5446,21,5467,0.5,Wardha,Maharashtra,1134
9,MAROTI GULABRAO UIKE,Gondvana Gantantra Party,4651,21,4672,0.43,Wardha,Maharashtra,1135
10,ADV. BHASKAR MAROTRAO  NEWARE,Independent,4021,11,4032,0.37,Wardha,Maharashtra,1136
11,JAGADISH UDDVRAO  WANKHADE,Independent,2338,11,2349,0.21,Wardha,Maharashtra,1137
12,POOJA PANKAJ TADAS,Independent,2121,14,2135,0.19,Wardha,Maharashtra,1138
13,ANIL K. GHUSHE,Independent,1967,4,1971,0.18,Wardha,Maharashtra,1139
14,ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi,1819,9,1828,0.17,Wardha,Maharashtra,1140
15,VIJAY DNYANESHWARRAO  SHRIRAO,Independent,1723,15,1738,0.16,Wardha,Maharashtra,1141
16,ARVIND SHAMRAO LILLORE,Independent,1475,1,1476,0.13,Wardha,Maharashtra,1142
17,RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc,1418,20,1438,0.13,Wardha,Maharashtra,1143
18,KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party,1342,1,1343,0.12,Wardha,Maharashtra,1144
19,UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi,1231,15,1246,0.11,Wardha,Maharashtra,1145
20,KRUSHNA ANNAJI KALODE,Hindrashtra Sangh,1052,9,1061,0.1,Wardha,Maharashtra,1146
21,RAMESH SINHA,Independent,799,-,799,0.07,Wardha,Maharashtra,1147
22,DR. MORESHWAR RAMJI NAGRALE,Republican Party of India,792,5,797,0.07,Wardha,Maharashtra,1148
23,DIXITA ANAND,Desh Janhit Party,731,5,736,0.07,Wardha,Maharashtra,1149
24,RAHUL T. BHOYAR,Independent,685,4,689,0.06,Wardha,Maharashtra,1150
25,NOTA,None of the Above,4583,51,4634,0.42,Wardha,Maharashtra,1151
1,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53,Yavatmal- Washim,Maharashtra,1152
2,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83,Yavatmal- Washim,Maharashtra,1153
3,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6,Yavatmal- Washim,Maharashtra,1154
4,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42,Yavatmal- Washim,Maharashtra,1155
5,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59,Yavatmal- Washim,Maharashtra,1156
6,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55,Yavatmal- Washim,Maharashtra,1157
7,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51,Yavatmal- Washim,Maharashtra,1158
8,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45,Yavatmal- Washim,Maharashtra,1159
9,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37,Yavatmal- Washim,Maharashtra,1160
10,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28,Yavatmal- Washim,Maharashtra,1161
11,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24,Yavatmal- Washim,Maharashtra,1162
12,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23,Yavatmal- Washim,Maharashtra,1163
13,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16,Yavatmal- Washim,Maharashtra,1164
14,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15,Yavatmal- Washim,Maharashtra,1165
15,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14,Yavatmal- Washim,Maharashtra,1166
16,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09,Yavatmal- Washim,Maharashtra,1167
17,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09,Yavatmal- Washim,Maharashtra,1168
18,NOTA,None of the Above,9316,75,9391,0.77,Yavatmal- Washim,Maharashtra,1169
